names	uris
Haesche, William E. (William Edwin), 1867-1929	http://id.loc.gov/authorities/names/nr93040577
Hageman, Richard, 1881-1966	http://id.loc.gov/authorities/names/no89001637
Hager, Frederick W., 1874-1958	http://id.loc.gov/authorities/names/no98094699
Hague, Albert, 1920-2001	http://id.loc.gov/authorities/names/n86139816
Hahn, Carl, 1874-1929	http://id.loc.gov/authorities/names/no00004565
Hahn, Reynaldo, 1875-1947	http://id.loc.gov/authorities/names/n80163631
Haid, Percy	
Haines, Chauncey	http://id.loc.gov/authorities/names/no2011097497
Haldeman, Oakley, 1909-1986	http://id.loc.gov/authorities/names/n2001035909
Hale, F. G. (Frank Gardner), 1876-1945	http://id.loc.gov/authorities/names/no2008122126
Halévy, F., 1799-1862	http://id.loc.gov/authorities/names/n80032196
Haley, Ed, 1883-1951	http://id.loc.gov/authorities/names/n82022720
Hall, David, 1916-2012	http://id.loc.gov/authorities/names/n50017926
Hall, Harrison	
Hall, Helen, 1910-1977	http://id.loc.gov/authorities/names/no2008148544
Hall, John T.	http://id.loc.gov/authorities/names/n97062854
Hall, Joshua Esq.	
Hall, Olive	http://id.loc.gov/authorities/names/no2011028239
Hall, Radclyffe	http://id.loc.gov/authorities/names/n50018665
Hall, Robert Browne, 1858-1907	http://id.loc.gov/authorities/names/no92013018
Hall, Wendell W. (Wendell Woods), 1896-1969	http://id.loc.gov/authorities/names/no2002109720
Hall	
Halletz, Erwin	http://id.loc.gov/authorities/names/no98025283
Hallum, R. A.	
Halmy, Lou	http://id.loc.gov/authorities/names/no00078915
Hamblen, Bernard, 1877-1962	http://id.loc.gov/authorities/names/n99272900
Hamblen, Stuart, 1908-1989	http://id.loc.gov/authorities/names/n93029097
Hamer, George F.	http://id.loc.gov/authorities/names/no98104164
Hamilton, Edwin	http://id.loc.gov/authorities/names/n90655147
Hamilton, Nancy	http://id.loc.gov/authorities/names/n85821032
Hamlisch, Marvin	http://id.loc.gov/authorities/names/n80117117
Hamm, Fred	http://id.loc.gov/authorities/names/no2002102052
Hammel, M. L.	http://id.loc.gov/authorities/names/n2014043090
Hammerstein, Arthur, 1872-1955	http://id.loc.gov/authorities/names/n89129747
Hammerstein, Oscar, 1846-1919	http://id.loc.gov/authorities/names/no98124146
Hammerstein, Oscar, II, 1895-1960	http://id.loc.gov/authorities/names/n50020012
Hampton, Anne	http://id.loc.gov/authorities/names/no2009002095
Hampton, Bill	http://id.loc.gov/authorities/names/no2006111016
Hanby, Benjamin Russel, 1833-1867	http://id.loc.gov/authorities/names/n83181651
Handel and Haydn Society (Boston, Mass.)	http://id.loc.gov/authorities/names/nr92000451
Handel, George Frideric, 1685-1759	http://id.loc.gov/authorities/names/n79129204
Handman, Lou, 1894-1956	http://id.loc.gov/authorities/names/no2002102121
Handy, W. C. (William Christopher), 1873-1958	http://id.loc.gov/authorities/names/n50024270
Hanert, J. M.	
Hanes, Leigh, 1893?-1967	http://id.loc.gov/authorities/names/no95026859
Hanighen, Bernie, 1908-1976	http://id.loc.gov/authorities/names/no00016569
Hanley, James F. (James Frederick), 1892-1942	http://id.loc.gov/authorities/names/n85262641
Hanlon, Bert, 1895-1972	http://id.loc.gov/authorities/names/n87916733
Hanson, Howard, 1896-1981	http://id.loc.gov/authorities/names/n79089449
Hap Hadley Studio	
Harbach, Otto, 1873-1963	http://id.loc.gov/authorities/names/no89000988
Harburg, E. Y. (Edgar Yipsel), 1896-1981	http://id.loc.gov/authorities/names/n85342788
Hardelot, Guy d', 1858-1936	http://id.loc.gov/authorities/names/no95016967
Hardy, Bill	http://id.loc.gov/authorities/names/no94042292
Hardy, Thomas, 1840-1928	http://id.loc.gov/authorities/names/n79046230
Harford, Harold	http://id.loc.gov/authorities/names/no93036153
Hargreaves, Robert	http://id.loc.gov/authorities/names/nb2002008495
Haring, Robert C., 1896-1975	http://id.loc.gov/authorities/names/no99048139
Harker, F. Flaxington, 1876-1936	http://id.loc.gov/authorities/names/no89016776
Harlem, D.E.	
Harling, W. Franke (William Franke), 1887-1958	http://id.loc.gov/authorities/names/no89001638
Harmonic, Phil.l	
Harmonic, Phil	http://id.loc.gov/authorities/names/n94097482
Harney, Ben	http://id.loc.gov/authorities/names/n94031127
Harney, Benjamin Robertson, 1872-1938	http://id.loc.gov/authorities/names/n2001121461
Harnick, Sheldon	http://id.loc.gov/authorities/names/n81090587
Harrigan, Edward, 1844-1911	http://id.loc.gov/authorities/names/n80005257
Harris & Ewing	http://id.loc.gov/authorities/names/n88646991
Harris, Ada Leonora	http://id.loc.gov/authorities/names/no2009053388
Harris, Ben Jorj	http://id.loc.gov/authorities/names/no99038556
Harris, Chas. K. (Charles Kassell), 1864-1930	http://id.loc.gov/authorities/names/n95113860
Harris, Cuthbert, 1870-1932	http://id.loc.gov/authorities/names/n95010863
Harris, F. Clifford (Frank Clifford), 1875-1949	http://id.loc.gov/authorities/names/no2001019749
Harris, George (Pianist)	http://id.loc.gov/authorities/names/n90656666
Harris, Harry, active 1918	http://id.loc.gov/authorities/names/n2014058848
Harris, Lewis	http://id.loc.gov/authorities/names/no2008135577
Harris, Mort	http://id.loc.gov/authorities/names/no2009007211
Harris, Sydney P.	http://id.loc.gov/authorities/names/no2006006921
Harris, Victor, 1869-1943	http://id.loc.gov/authorities/names/no96009994
Harris	
Harrison, Annie Fortescue, 1851-1944	http://id.loc.gov/authorities/names/no95023149
Harrison, Charles, 1883-1955	http://id.loc.gov/authorities/names/no2002078010
Harrison, Tommy	
Hart, Charles	http://id.loc.gov/authorities/names/n84077704
Hart, Fred L.	
Hart, G.	
Hart, Lorenz, 1895-1943	http://id.loc.gov/authorities/names/n81097890
Hart, Sam C.	
Hart, Will	
Harthan, Hans, 1855-	http://id.loc.gov/authorities/names/no2004044144
Hartley, Evaline	http://id.loc.gov/authorities/names/no2001034903
Hartmann, Arthur, 1881-1956	http://id.loc.gov/authorities/names/no95033649
Hartmann, John, 1830-1897	http://id.loc.gov/authorities/names/n78016384
Hartmann, Ludwig, 1836-1910	http://id.loc.gov/authorities/names/n88116188
Hartzell, Harry F.	
Harvey, Al, 1907-	http://id.loc.gov/authorities/names/n2007074384
Haselden, William Kerridge, 1872-1953	
Hasse, Max, 1859-1935	http://id.loc.gov/authorities/names/no92010344
Hastings, Ross, 1915-1991	http://id.loc.gov/authorities/names/n85170416
Hatch, Edith	
Hatch, Mabel Lee	http://id.loc.gov/authorities/names/no96037367
Hatfield, Anne B.	
Hattori, Raymond	
Haubrich, Earl	http://id.loc.gov/authorities/names/no98120985
Haug, Julius A.	http://id.loc.gov/authorities/names/no97004357
Hauman, Doris	http://id.loc.gov/authorities/names/n91010467
Hauman, George	http://id.loc.gov/authorities/names/n91010437
Hauptmann, Moritz, 1792-1868	http://id.loc.gov/authorities/names/n85383096
Havelka	
Havens, Jimmie	http://id.loc.gov/authorities/names/no2006094055
Havez, Jean, 1872-1925	http://id.loc.gov/authorities/names/n92113512
Haweis, Thomas, 1734-1820	http://id.loc.gov/authorities/names/n81089480
Hawley, Carolyn Bowen, 1934-	http://id.loc.gov/authorities/names/no99073293
Hawley, W. A. (Walter Augustus), 1863-1920	http://id.loc.gov/authorities/names/n86010225
Hawley, Walter	http://id.loc.gov/authorities/names/no2012041908
Haxel, William P.	
Hay, John	http://id.loc.gov/authorities/names/n91061788
Haydn, Joseph, 1732-1809	http://id.loc.gov/authorities/names/n79091193
Hayes, Billy, 1906-1993	http://id.loc.gov/authorities/names/n2003083556
Hayes, Peter Lind, 1915-1998	http://id.loc.gov/authorities/names/no90005094
Hayes, Thamon	http://id.loc.gov/authorities/names/no2008057079
Hays, Will. S. (William Shakespeare), 1837-1907	http://id.loc.gov/authorities/names/no95041373
Hayton, Lennie, 1908-1971	http://id.loc.gov/authorities/names/n85376556
Head, Michael, 1900-1976	http://id.loc.gov/authorities/names/n80125362
Heagney, Billy, 1882-1955	http://id.loc.gov/authorities/names/no2004043051
Heale, H. (Helene)	http://id.loc.gov/authorities/names/no95056232
Hearst, Joe	
Heartz, H. L. (Harry Lawson)	http://id.loc.gov/authorities/names/no89005129
Heath-Stubbs, John, 1918-2006	http://id.loc.gov/authorities/names/n50025647
Heath, Bobby, 1889-1952	http://id.loc.gov/authorities/names/no2003016941
Heath, Hy	http://id.loc.gov/authorities/names/nr2006009773
Hedberg, Lily E.	
Heed, J. C. (John Clifford), 1862-1908	http://id.loc.gov/authorities/names/no99080734
Heelan, William A.	http://id.loc.gov/authorities/names/no2005040631
Hefti, Neal	http://id.loc.gov/authorities/names/n82013466
Heifetz, Jascha, 1901-1987	http://id.loc.gov/authorities/names/n82025113
Heindorf, Ray, 1908-1980	http://id.loc.gov/authorities/names/n85378829
Heine, Heinrich, 1797-1856	http://id.loc.gov/authorities/names/n79081313
Heinrich, Max	http://id.loc.gov/authorities/names/n92063556
Heins, Carl, 1859-1923	http://id.loc.gov/authorities/names/no95033008
Heinzman, John A.	http://id.loc.gov/authorities/names/no2008017059
Heinzman, Otto M.	http://id.loc.gov/authorities/names/no2010053484
Heiser, L. W.	
Heisler, Dave	http://id.loc.gov/authorities/names/no2009106382
Helf, J. Fred	http://id.loc.gov/authorities/names/n92056858
Hell, Theodor, 1775-1856	http://id.loc.gov/authorities/names/n89621564
Heller, Jerome	http://id.loc.gov/authorities/names/n2005004232
Heller, Stephen, 1813-1888	http://id.loc.gov/authorities/names/n81059795
Heltman, Fred	http://id.loc.gov/authorities/names/no2008170754
Hely-Hutchinson, Victor, 1901-1947	http://id.loc.gov/authorities/names/n88674624
Hempsted, H. N. (Henry N.), 1830-1898	http://id.loc.gov/authorities/names/nr95043617
Henderson, Charles, 1907-1970	http://id.loc.gov/authorities/names/n87911999
Henderson, Joe	http://id.loc.gov/authorities/names/n2008017704
Henderson, Ray, 1896-1970	http://id.loc.gov/authorities/names/n80063358
Heneker, David	http://id.loc.gov/authorities/names/n84089343
Henley, William Ernest, 1849-1903	http://id.loc.gov/authorities/names/n50037313
Hennig, O. E. (Otto E.)	http://id.loc.gov/authorities/names/n2013037960
Henning, Jo	http://id.loc.gov/authorities/names/no2010077448
Henning, Robert (Lyricist)	http://id.loc.gov/authorities/names/n2013037967
Henry, Francis	http://id.loc.gov/authorities/names/n00073352
Henry, S. R., 1874-1966	http://id.loc.gov/authorities/names/no2006072953
Henselt, Adolf von, 1814-1889	http://id.loc.gov/authorities/names/n84012245
Herbert, Jean, 1905-	http://id.loc.gov/authorities/names/no2003016923
Herbert, Victor, 1859-1924	http://id.loc.gov/authorities/names/n79105792
Herman, Al, 1887-1967	http://id.loc.gov/authorities/names/n00115142
Herman, Jerry, 1931-	http://id.loc.gov/authorities/names/n79139214
Herman, R. N.	http://id.loc.gov/authorities/names/no2010150098
Herman, Woody, 1913-1987	http://id.loc.gov/authorities/names/n82077172
Hermann, F.	http://id.loc.gov/authorities/names/n85027038
Herpin, Henri Laurent	http://id.loc.gov/authorities/names/n2009064888
Herrick, Robert, 1591-1674	http://id.loc.gov/authorities/names/n79124944
Herrosee, C. F. W. (Carl Friedrich Wilhelm), 1754-1821	http://id.loc.gov/authorities/names/no2002116815
Herschell, William, 1873-1939	http://id.loc.gov/authorities/names/nr2001031427
Herscher, Lou (Louis), 1894-1974	http://id.loc.gov/authorities/names/no2003033005
Hershey, June	http://id.loc.gov/authorities/names/no91017480
Herst, Jerome P., 1909-1990	http://id.loc.gov/authorities/names/n2002127123
Herz, Henri, 1803-1888	http://id.loc.gov/authorities/names/n82028175
Herzer, Ludwig, 1872-1939	http://id.loc.gov/authorities/names/n82101501
Herzer, Rudolf	http://id.loc.gov/authorities/names/n85127700
Herzer, Wallie	http://id.loc.gov/authorities/names/n88116220
Hess, Cliff, 1894-1959	http://id.loc.gov/authorities/names/no98064017
Hess, Feril	http://id.loc.gov/authorities/names/no92021456
Hess, Myra, Dame, 1890-1965	http://id.loc.gov/authorities/names/n87828540
Heyman, Edward, 1907-1981	http://id.loc.gov/authorities/names/n86140056
Heymann, Werner Richard, 1896-1961	http://id.loc.gov/authorities/names/no93022572
Heyward, DuBose, 1885-1940	http://id.loc.gov/authorities/names/n50041800
Hickey, Emily Henrietta, 1845-1924	http://id.loc.gov/authorities/names/no00026615
Higginson, Ella, 1862-1940	http://id.loc.gov/authorities/names/n82112112
Higgs, H. M.	http://id.loc.gov/authorities/names/no93005730
Hildach, Eugen, 1849-1924	http://id.loc.gov/authorities/names/n94057249
Hildreth, R. E. (Richard E.), 1867-1941	http://id.loc.gov/authorities/names/no90006504
Hill, Billy, 1899-1940	http://id.loc.gov/authorities/names/no89004667
Hill, Dedette Lee, 1900-1950	http://id.loc.gov/authorities/names/no2007113139
Hill, Mabel Betsy	http://id.loc.gov/authorities/names/no92019883
Hill, May, 1888-1978	http://id.loc.gov/authorities/names/no2003016996
Hill, Paul (Arranger)	http://id.loc.gov/authorities/names/no98079769
Hill, Robert	http://id.loc.gov/authorities/names/n78029627
Hilliard, Bob	http://id.loc.gov/authorities/names/nr93016869
Hillman, Chas. N.	
Hillman, Roc, 1910-	http://id.loc.gov/authorities/names/no2007083779
Hills, William H. (William Henry), 1859-1930	http://id.loc.gov/authorities/names/no2003021002
Himan, Alberto, 1855-	http://id.loc.gov/authorities/names/n97865531
Hime, E. L.	http://id.loc.gov/authorities/names/n96096852
Hindemith, Paul, 1895-1963	http://id.loc.gov/authorities/names/n79077225
Hine, Stuart K., 1899-1989	http://id.loc.gov/authorities/names/no98129745
Hirsch, Louis A. (Louis Achille), 1881-1924	http://id.loc.gov/authorities/names/n97082775
Hirsch, Walter, 1891-1967	http://id.loc.gov/authorities/names/no00016844
Hirt, Joseph	
Hisgen, Thos. L.	
Hitchcock, Velma, 1900-1938	http://id.loc.gov/authorities/names/no92030544
Hobbs, W. L.	http://id.loc.gov/authorities/names/no93017724
Hodges, Jimmie	http://id.loc.gov/authorities/names/n80041205
Hodgson, Bert	
Hodgson, Leslie	http://id.loc.gov/authorities/names/n87916682
Hodgson, Red	http://id.loc.gov/authorities/names/no2009141009
Hoelle	
Hofer, George C.	
Hoffman, Al, 1902-1960	http://id.loc.gov/authorities/names/no92010056
Hoffman, Cary, 1940-	http://id.loc.gov/authorities/names/n87875681
Hoffman, Jack, 1917-1989	http://id.loc.gov/authorities/names/no2007148265
Hoffman	
Hoffmann, Max, 1873-1963	http://id.loc.gov/authorities/names/no98132922
Hofmann, Richard, 1844-1918	http://id.loc.gov/authorities/names/n88144802
Hogan, Ernest, 1865-1909	http://id.loc.gov/authorities/names/no99001710
Hoiby, Lee	http://id.loc.gov/authorities/names/n80163626
Hoier, Thomas P.	http://id.loc.gov/authorities/names/no2006091378
Hoke, Peter J.	
Holden, Sidney, 1900-1947	http://id.loc.gov/authorities/names/no2008008249
Holiner, Mann	http://id.loc.gov/authorities/names/no94029157
Hollaender, Friedrich	http://id.loc.gov/authorities/names/n84158614
Holley, Robert, 1913-1977	http://id.loc.gov/authorities/names/n94122724
Holmer, Albert	http://id.loc.gov/authorities/names/no2008187838
Holmes, Jack	http://id.loc.gov/authorities/names/n91115583
Holofcener, Lawrence	http://id.loc.gov/authorities/names/n82017403
Holst, Gustav, 1874-1934	http://id.loc.gov/authorities/names/n79110487
Holt, Eilsel	
Homer, Ben, 1917-1975	http://id.loc.gov/authorities/names/no93013880
Homer, Chas.	
Homer, Sidney, 1864-1953	http://id.loc.gov/authorities/names/nr91038170
Honegger, Arthur, 1892-1955	http://id.loc.gov/authorities/names/n79108038
Hood, Basil, 1864-1917	http://id.loc.gov/authorities/names/n83065104
Hooker, Brian, 1880-1946	http://id.loc.gov/authorities/names/n86839418
Hope, Laurence, 1865-1904	http://id.loc.gov/authorities/names/n85077733
Hopkins, Gerard Manley, 1844-1889	http://id.loc.gov/authorities/names/n80032727
Hopkins, Mary M.	
Hopper, Hal, 1912-1970	http://id.loc.gov/authorities/names/no2007096026
Hopson, Elizabeth	
Horlick, Harry	http://id.loc.gov/authorities/names/no93002429
Horn, August, 1825-1893	http://id.loc.gov/authorities/names/n88037537
Horn, Charles E. (Charles Edward), 1786-1849	http://id.loc.gov/authorities/names/n82113968
Horne, Cyril Morton	
Horne, Harold	
Hornez, André, 1905-1989	http://id.loc.gov/authorities/names/no2007148651
Horsman, Edward, 1873-1918	http://id.loc.gov/authorities/names/no93038894
Horton, Hal	
Horton, Vaughn, 1911-1988	http://id.loc.gov/authorities/names/no96058733
Hoschna, Karl L., 1877-1911	http://id.loc.gov/authorities/names/no89000957
Houdini, Wilmoth, 1895-1973	http://id.loc.gov/authorities/names/no96035191
Housman, A. E. (Alfred Edward), 1859-1936	http://id.loc.gov/authorities/names/n79141239
Hoven, George	http://id.loc.gov/authorities/names/n97874846
Howard, Frank, 1833-1884	http://id.loc.gov/authorities/names/no2008042822
Howard, George P. (George Parkinson), 1882-	http://id.loc.gov/authorities/names/n88071782
Howard, George P.	http://id.loc.gov/authorities/names/n2005174447
Howard, Joseph E. (Joseph Edgar), 1878-1961	http://id.loc.gov/authorities/names/no93037595
Howard, Joseph E.	http://id.loc.gov/authorities/names/n87808096
Howard, Mel	http://id.loc.gov/authorities/names/no92015414
Howard, Paul Mason	http://id.loc.gov/authorities/names/no00056967
Howard, Richard, 1890-1981	http://id.loc.gov/authorities/names/no2003021950
Howarth, Ellen Clementine, 1827-1899	http://id.loc.gov/authorities/names/no2005064958
Howe, Albert	http://id.loc.gov/authorities/names/no2009081338
Howe, Julia Ward, 1819-1910	http://id.loc.gov/authorities/names/n50029084
Howe, T. H. (Thomas H.)	http://id.loc.gov/authorities/names/nr95044208
Howell, Charles T.	http://id.loc.gov/authorities/names/n81087660
Howell, Dan	http://id.loc.gov/authorities/names/n89654506
Howells, Herbert, 1892-1983	http://id.loc.gov/authorities/names/n81131531
Howorth, Wayne	http://id.loc.gov/authorities/names/no92021634
Hows, John Augustus, 1832-1874	http://id.loc.gov/authorities/names/nr90018049
Howson, Frank A.	http://id.loc.gov/authorities/names/n2008004919
Hoyt, E. H.	http://id.loc.gov/authorities/names/no2010090573
Hubay, Jenő, 1858-1937	http://id.loc.gov/authorities/names/n85119442
Hubbard, Elizabeth F.	
Hubbard, T. W. (Thomas W.)	http://id.loc.gov/authorities/names/no2002083954
